brand_name,model_new,variant_name,seller_type_new,fuel_type,transmission_type_new,owner_type,body_type_new,Drive Type,model_year,km_driven,pu,mileage_new,Displacement,Max Power,Max Torque,seating_capacity_new,Length,Width,Height,Color
Kia,Kia Seltos,Kia Seltos GTLine,dealer,petrol,automatic,first,suv,fwd,2026,3536,"1,661,857",21.48 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Silver
Tata,Tata Punch,Tata Punch Creative,individual,petrol,manual,second,suv,fwd,2025,24452,"578,004",19.07 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,White
Maruti,Maruti Ertiga,Maruti Ertiga ZXi,individual,petrol,automatic,first,muv,fwd,2026,5098,"1,121,275",19.20 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Red
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z2,individual,diesel,automatic,first,suv,fwd,2026,6537,"2,569,350",21.17 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Blue
Maruti,Maruti Ertiga,Maruti Ertiga ZXi,dealer,petrol,manual,first,muv,fwd,2026,3783,"1,204,296",17.52 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Grey
Tata,Tata Safari,Tata Safari Accomplished,dealer,diesel,manual,first,suv,fwd,2025,16815,"1,735,727",15.04 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Mahindra,Mahindra Thar,Mahindra Thar LX,dealer,diesel,manual,first,suv,fwd,2025,16555,"1,587,845",20.23 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,White
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX,dealer,petrol,automatic,first,muv,fwd,2026,1220,"2,607,964",15.27 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Red
Kia,Kia Seltos,Kia Seltos HTX,dealer,petrol,manual,first,suv,fwd,2025,25076,"1,423,282",15.21 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Red
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z2,individual,diesel,automatic,first,suv,fwd,2026,7581,"2,588,659",17.90 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Silver
Mahindra,Mahindra XUV700,Mahindra XUV700 AX3,dealer,petrol,manual,first,suv,fwd,2026,4205,"2,262,080",19.79 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Blue
Hyundai,Hyundai Exter,Hyundai Exter S,dealer,petrol,manual,first,suv,fwd,2026,2795,"783,014",19.26 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Grey
Tata,Tata Nexon,Tata Nexon Creative,dealer,petrol,manual,first,suv,fwd,2025,16737,"965,884",18.18 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Blue
Maruti,Maruti Swift,Maruti Swift ZXi,individual,petrol,automatic,first,hatchback,fwd,2026,5173,"755,681",18.18 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Black
Hyundai,Hyundai Creta,Hyundai Creta SX,dealer,petrol,manual,second,suv,fwd,2025,16778,"1,387,355",21.57 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Black
Tata,Tata Safari,Tata Safari Accomplished,dealer,diesel,automatic,first,suv,fwd,2026,5383,"2,144,346",21.23 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Hyundai,Hyundai Creta,Hyundai Creta EX,individual,petrol,automatic,first,suv,fwd,2026,6012,"1,408,964",19.26 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Black
Maruti,Maruti Ertiga,Maruti Ertiga ZXi+,dealer,petrol,automatic,first,muv,fwd,2025,22236,"1,117,442",18.05 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Grey
Hyundai,Hyundai Creta,Hyundai Creta SX (O),individual,petrol,automatic,first,suv,fwd,2026,6136,"1,450,100",21.42 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Blue
Maruti,Maruti Ertiga,Maruti Ertiga ZXi+,dealer,petrol,manual,first,muv,fwd,2026,2900,"1,079,668",20.22 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Blue
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Delta,dealer,petrol,automatic,first,suv,fwd,2025,21812,"1,163,540",16.44 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Silver
Maruti,Maruti Brezza,Maruti Brezza ZXi+,dealer,petrol,manual,first,suv,fwd,2025,23203,"954,579",20.82 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Grey
Mahindra,Mahindra XUV700,Mahindra XUV700 MX,dealer,petrol,manual,first,suv,fwd,2026,11304,"2,535,400",18.17 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,White
Maruti,Maruti Brezza,Maruti Brezza ZXi,individual,petrol,manual,first,suv,fwd,2026,2753,"1,038,896",21.36 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Silver
Maruti,Maruti Brezza,Maruti Brezza ZXi,dealer,petrol,manual,first,suv,fwd,2025,16214,"935,881",21.43 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Red
Kia,Kia Seltos,Kia Seltos HTE,dealer,petrol,manual,first,suv,fwd,2026,835,"1,546,574",15.05 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,White
Toyota,Toyota Innova Hycross,Toyota Innova Hycross VX,dealer,petrol,manual,first,muv,fwd,2025,17765,"2,742,872",20.08 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Grey
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX (O),dealer,petrol,manual,first,muv,fwd,2026,3903,"3,020,306",18.58 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Grey
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7,dealer,petrol,automatic,first,suv,fwd,2026,8846,"2,545,106",19.14 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Red
Tata,Tata Safari,Tata Safari Smart,individual,diesel,manual,first,suv,fwd,2026,3450,"2,007,962",17.99 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Red
Tata,Tata Safari,Tata Safari Smart,dealer,diesel,manual,first,suv,fwd,2025,6554,"1,764,162",18.52 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,White
Mahindra,Mahindra Thar,Mahindra Thar LX,individual,diesel,manual,first,suv,fwd,2026,4057,"1,669,940",17.41 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Black
Hyundai,Hyundai Exter,Hyundai Exter SX,dealer,petrol,manual,first,suv,fwd,2026,1049,"848,653",17.53 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Black
Maruti,Maruti Swift,Maruti Swift ZXi+,individual,petrol,automatic,first,hatchback,fwd,2026,6502,"852,122",16.49 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Blue
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,dealer,petrol,automatic,first,suv,fwd,2026,869,"1,553,349",20.77 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Silver
Maruti,Maruti Brezza,Maruti Brezza ZXi,dealer,petrol,manual,first,suv,fwd,2025,15142,"1,070,561",15.82 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Red
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z4,dealer,diesel,manual,first,suv,fwd,2026,844,"2,315,163",16.76 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Grey
Maruti,Maruti Fronx,Maruti Fronx Sigma,dealer,petrol,manual,first,suv,fwd,2026,4359,"907,421",21.91 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Black
Maruti,Maruti Ertiga,Maruti Ertiga VXi,dealer,petrol,manual,first,muv,fwd,2026,8286,"1,158,926",18.78 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Black
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Delta,dealer,petrol,manual,first,suv,fwd,2025,16803,"1,325,055",15.39 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Silver
Tata,Tata Nexon,Tata Nexon Creative,dealer,petrol,manual,first,suv,fwd,2026,3273,"1,112,204",19.23 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,White
Maruti,Maruti Brezza,Maruti Brezza LXi,dealer,petrol,manual,first,suv,fwd,2026,4937,"1,187,731",18.37 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Grey
Mahindra,Mahindra XUV700,Mahindra XUV700 MX,individual,petrol,manual,first,suv,fwd,2026,5036,"2,176,544",19.45 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,White
Tata,Tata Punch,Tata Punch Creative,individual,petrol,manual,first,suv,fwd,2026,5945,"609,355",21.52 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Grey
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7L,dealer,petrol,manual,first,suv,fwd,2026,2266,"2,266,329",20.95 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,White
Mahindra,Mahindra Thar,Mahindra Thar LX,dealer,diesel,automatic,second,suv,fwd,2025,17962,"1,637,495",20.50 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Silver
Hyundai,Hyundai Creta,Hyundai Creta E,dealer,petrol,manual,first,suv,fwd,2026,500,"1,555,040",20.22 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Blue
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Zeta,dealer,petrol,manual,first,suv,fwd,2025,11850,"1,224,389",20.70 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Blue
Tata,Tata Nexon,Tata Nexon Fearless,dealer,petrol,automatic,first,suv,fwd,2026,4023,"1,049,910",15.38 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Blue
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX (O),dealer,petrol,manual,first,muv,fwd,2026,6266,"2,639,575",19.25 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Silver
Maruti,Maruti Swift,Maruti Swift ZXi,dealer,petrol,manual,first,hatchback,fwd,2026,5045,"875,057",19.08 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,White
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX,dealer,petrol,manual,first,muv,fwd,2025,7972,"2,354,937",16.85 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Black
Tata,Tata Punch,Tata Punch Adventure,dealer,petrol,manual,first,suv,fwd,2025,10075,"560,102",20.58 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Grey
Maruti,Maruti Swift,Maruti Swift VXi,dealer,petrol,manual,first,hatchback,fwd,2026,5397,"865,398",17.82 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Black
Kia,Kia Seltos,Kia Seltos HTX+,dealer,petrol,manual,first,suv,fwd,2026,4841,"1,699,729",17.64 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Blue
Tata,Tata Safari,Tata Safari Pure,individual,diesel,manual,first,suv,fwd,2025,12104,"2,054,183",20.51 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Silver
Tata,Tata Nexon,Tata Nexon Pure,individual,petrol,manual,first,suv,fwd,2026,4038,"1,134,437",18.37 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Grey
Mahindra,Mahindra Thar,Mahindra Thar AX (O),dealer,diesel,manual,first,suv,fwd,2026,6392,"1,684,918",16.38 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,White
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX (O),dealer,petrol,automatic,first,muv,fwd,2025,12411,"2,692,416",18.99 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,White
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX,dealer,petrol,automatic,first,muv,fwd,2026,4823,"2,941,275",21.92 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,White
Tata,Tata Safari,Tata Safari Adventure,dealer,diesel,automatic,second,suv,fwd,2025,25849,"1,927,383",19.05 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,White
Tata,Tata Nexon,Tata Nexon Creative,individual,petrol,automatic,first,suv,fwd,2026,2152,"1,077,985",15.69 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Grey
Tata,Tata Safari,Tata Safari Smart,dealer,diesel,manual,first,suv,fwd,2025,5740,"2,009,471",18.32 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Hyundai,Hyundai Exter,Hyundai Exter EX,individual,petrol,manual,first,suv,fwd,2026,6567,"878,231",15.58 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Black
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7L,dealer,petrol,automatic,first,suv,fwd,2025,11606,"2,061,085",20.65 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Red
Toyota,Toyota Innova Hycross,Toyota Innova Hycross VX,dealer,petrol,manual,first,muv,fwd,2025,13408,"2,332,358",21.45 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Black
Maruti,Maruti Fronx,Maruti Fronx Zeta,dealer,petrol,manual,first,suv,fwd,2026,3437,"883,344",18.23 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Red
Maruti,Maruti Swift,Maruti Swift ZXi+,dealer,petrol,automatic,first,hatchback,fwd,2026,4480,"785,876",15.50 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Grey
Tata,Tata Nexon,Tata Nexon Smart,dealer,petrol,manual,first,suv,fwd,2026,8197,"1,149,169",21.72 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Blue
Hyundai,Hyundai Exter,Hyundai Exter S,individual,petrol,automatic,first,suv,fwd,2026,6604,"755,683",16.40 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Red
Tata,Tata Punch,Tata Punch Pure,dealer,petrol,manual,first,suv,fwd,2026,6724,"663,671",15.23 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,White
Tata,Tata Nexon,Tata Nexon Creative,dealer,petrol,automatic,first,suv,fwd,2025,7918,"861,371",16.98 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Black
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Sigma,dealer,petrol,automatic,first,suv,fwd,2026,2697,"1,327,040",15.61 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Blue
Hyundai,Hyundai Exter,Hyundai Exter SX,individual,petrol,automatic,first,suv,fwd,2026,500,"742,455",20.78 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Blue
Hyundai,Hyundai Creta,Hyundai Creta SX (O),individual,petrol,automatic,first,suv,fwd,2025,10953,"1,452,274",21.69 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Black
Maruti,Maruti Fronx,Maruti Fronx Alpha,dealer,petrol,automatic,first,suv,fwd,2026,6913,"978,695",17.67 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Blue
Maruti,Maruti Fronx,Maruti Fronx Sigma,dealer,petrol,automatic,first,suv,fwd,2025,17584,"756,063",15.32 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Silver
Maruti,Maruti Swift,Maruti Swift ZXi+,dealer,petrol,manual,first,hatchback,fwd,2025,13892,"694,402",18.97 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Silver
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX,individual,petrol,manual,first,muv,fwd,2025,14888,"2,480,166",17.53 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Red
Maruti,Maruti Fronx,Maruti Fronx Delta+,dealer,petrol,manual,first,suv,fwd,2025,11555,"868,295",17.16 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Black
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8,dealer,diesel,automatic,first,suv,fwd,2026,5409,"2,531,923",15.03 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Red
Maruti,Maruti Ertiga,Maruti Ertiga ZXi+,dealer,petrol,manual,first,muv,fwd,2026,6531,"1,165,246",20.28 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,White
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX,dealer,petrol,manual,first,muv,fwd,2026,1768,"2,760,522",18.51 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Black
Kia,Kia Seltos,Kia Seltos HTK,dealer,petrol,automatic,first,suv,fwd,2026,5599,"1,750,799",21.95 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Black
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,dealer,petrol,manual,first,suv,fwd,2025,19662,"1,274,026",17.77 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Black
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX,dealer,petrol,automatic,first,muv,fwd,2026,4169,"3,063,467",20.15 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Red
Maruti,Maruti Swift,Maruti Swift ZXi,dealer,petrol,automatic,first,hatchback,fwd,2026,6401,"789,290",21.81 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Blue
Tata,Tata Nexon,Tata Nexon Fearless,individual,petrol,manual,first,suv,fwd,2025,29073,"998,946",21.35 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Blue
Tata,Tata Punch,Tata Punch Creative,dealer,petrol,manual,first,suv,fwd,2026,4791,"615,751",18.47 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Red
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8L,dealer,diesel,automatic,first,suv,fwd,2025,16966,"2,309,438",17.79 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Blue
Hyundai,Hyundai Creta,Hyundai Creta S,dealer,petrol,automatic,first,suv,fwd,2025,11309,"1,462,687",16.96 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,White
Mahindra,Mahindra Thar,Mahindra Thar AX (O),dealer,diesel,manual,first,suv,fwd,2026,5362,"1,718,542",20.11 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Grey
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX (O),dealer,petrol,manual,first,muv,fwd,2026,5920,"2,672,438",19.21 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Grey
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7,dealer,petrol,automatic,first,suv,fwd,2026,5389,"2,468,398",16.55 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Silver
Tata,Tata Punch,Tata Punch Creative,dealer,petrol,manual,first,suv,fwd,2026,2960,"714,937",16.53 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Blue
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Delta,dealer,petrol,automatic,first,suv,fwd,2026,5412,"1,372,054",17.85 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Red
Maruti,Maruti Fronx,Maruti Fronx Delta+,dealer,petrol,manual,first,suv,fwd,2026,7924,"893,827",21.47 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Black
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,individual,petrol,automatic,first,suv,fwd,2026,5897,"1,358,446",21.05 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Blue
Tata,Tata Punch,Tata Punch Adventure,individual,petrol,automatic,first,suv,fwd,2025,19809,"636,740",20.76 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Black
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Zeta,individual,petrol,automatic,first,suv,fwd,2025,13814,"1,299,131",20.73 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,White
Tata,Tata Punch,Tata Punch Pure,dealer,petrol,automatic,first,suv,fwd,2025,18749,"593,718",19.77 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,White
Maruti,Maruti Ertiga,Maruti Ertiga ZXi+,dealer,petrol,manual,first,muv,fwd,2025,16396,"1,066,271",16.42 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Silver
Kia,Kia Seltos,Kia Seltos HTX,dealer,petrol,manual,first,suv,fwd,2026,3098,"1,591,458",18.13 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Blue
Maruti,Maruti Brezza,Maruti Brezza ZXi,dealer,petrol,manual,first,suv,fwd,2025,16592,"1,111,081",15.16 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Grey
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8,dealer,diesel,manual,first,suv,fwd,2026,3016,"2,539,815",15.20 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Black
Kia,Kia Seltos,Kia Seltos HTE,individual,petrol,manual,first,suv,fwd,2026,3734,"1,561,420",19.46 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Blue
Hyundai,Hyundai Exter,Hyundai Exter SX (O),dealer,petrol,manual,first,suv,fwd,2026,5378,"746,089",21.46 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Silver
Hyundai,Hyundai Creta,Hyundai Creta SX (O),dealer,petrol,manual,first,suv,fwd,2025,16486,"1,275,028",18.65 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Blue
Tata,Tata Nexon,Tata Nexon Fearless,individual,petrol,manual,first,suv,fwd,2026,2621,"1,142,400",21.55 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Black
Tata,Tata Punch,Tata Punch Pure,individual,petrol,manual,first,suv,fwd,2025,20269,"618,017",20.31 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Black
Kia,Kia Seltos,Kia Seltos HTE,dealer,petrol,manual,first,suv,fwd,2026,6144,"1,491,971",18.47 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Black
Hyundai,Hyundai Exter,Hyundai Exter SX,dealer,petrol,manual,first,suv,fwd,2025,11476,"727,968",18.59 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,White
Maruti,Maruti Fronx,Maruti Fronx Delta+,dealer,petrol,manual,first,suv,fwd,2025,7312,"862,640",19.62 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,White
Kia,Kia Seltos,Kia Seltos HTE,dealer,petrol,manual,first,suv,fwd,2025,14275,"1,376,310",19.30 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Black
Hyundai,Hyundai Exter,Hyundai Exter SX,individual,petrol,automatic,first,suv,fwd,2026,4108,"808,477",16.72 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,White
Maruti,Maruti Ertiga,Maruti Ertiga ZXi,dealer,petrol,manual,first,muv,fwd,2026,5226,"1,192,073",21.64 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Grey
Toyota,Toyota Innova Hycross,Toyota Innova Hycross VX,dealer,petrol,manual,second,muv,fwd,2025,13184,"2,581,603",15.17 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Blue
Tata,Tata Punch,Tata Punch Accomplished,dealer,petrol,automatic,first,suv,fwd,2026,985,"716,532",16.08 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Red
Hyundai,Hyundai Creta,Hyundai Creta E,dealer,petrol,manual,first,suv,fwd,2026,4223,"1,405,756",21.29 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Red
Hyundai,Hyundai Creta,Hyundai Creta SX (O),dealer,petrol,manual,first,suv,fwd,2026,4388,"1,490,270",20.76 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Silver
Toyota,Toyota Innova Hycross,Toyota Innova Hycross GX,dealer,petrol,manual,first,muv,fwd,2025,18168,"2,728,339",21.85 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Red
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z2,dealer,diesel,automatic,first,suv,fwd,2026,3603,"2,619,803",20.63 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Blue
Maruti,Maruti Swift,Maruti Swift ZXi,dealer,petrol,automatic,first,hatchback,fwd,2025,23393,"673,854",16.51 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Grey
Tata,Tata Punch,Tata Punch Adventure,dealer,petrol,automatic,first,suv,fwd,2025,5441,"550,734",19.90 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Blue
Kia,Kia Seltos,Kia Seltos GTLine,individual,petrol,manual,first,suv,fwd,2025,21555,"1,449,964",21.12 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,White
Hyundai,Hyundai Creta,Hyundai Creta SX (O),individual,petrol,manual,first,suv,fwd,2025,13878,"1,487,215",17.02 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Red
Maruti,Maruti Brezza,Maruti Brezza VXi,dealer,petrol,automatic,first,suv,fwd,2026,6719,"1,213,998",16.90 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Blue
Maruti,Maruti Brezza,Maruti Brezza LXi,dealer,petrol,manual,first,suv,fwd,2026,5159,"1,100,651",18.75 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Black
Tata,Tata Safari,Tata Safari Adventure,dealer,diesel,manual,first,suv,fwd,2026,7279,"1,959,497",20.96 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Red
Maruti,Maruti Brezza,Maruti Brezza ZXi,dealer,petrol,automatic,first,suv,fwd,2026,4225,"1,048,450",19.53 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Blue
Maruti,Maruti Ertiga,Maruti Ertiga ZXi,dealer,petrol,manual,first,muv,fwd,2026,2802,"1,254,817",19.14 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Silver
Tata,Tata Punch,Tata Punch Accomplished,dealer,petrol,automatic,first,suv,fwd,2026,7841,"614,983",20.91 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Grey
Mahindra,Mahindra XUV700,Mahindra XUV700 AX5,dealer,petrol,manual,first,suv,fwd,2026,4773,"2,321,648",18.59 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Grey
